45,44,54,W
5,1,5,O
7,1,12,G
33,43,43,R
49,47,53,Y
50,55,60,B
42,43,47,W
4,2,4,O
5,1,8,G
30,38,39,R
38,44,49,Y
56,58,62,B
51,42,47,W
3,1,4,O
4,1,8,G
30,45,46,R
39,43,48,Y
49,58,67,B
42,41,43,W
0,0,3,O
7,1,5,G
31,43,48,R
48,47,56,Y
54,57,59,B
46,47,56,W
3,2,3,O
4,2,8,G
41,47,55,R
43,47,50,Y
52,57,61,B
45,41,49,W
3,2,7,O
4,4,8,G
37,40,50,R
32,38,40,Y
56,53,55,B
45,43,47,W
3,1,4,O
5,5,7,G
41,43,57,R
45,48,52,Y
58,55,65,B
43,43,48,W
3,3,5,O
5,5,5,G
33,43,52,R
35,47,54,Y
59,61,65,B
43,42,53,W
2,5,11,O
7,4,12,G
37,42,44,R
42,48,53,Y
57,60,61,B
44,46,48,W
2,2,4,O
4,2,4,G
40,41,51,R
42,44,51,Y
64,61,68,B
48,47,53,W
0,3,9,O
10,5,9,G
37,38,53,R
44,46,52,Y
56,56,60,B
46,44,52,W
4,3,9,O
6,2,9,G
39,39,51,R
44,48,58,Y
54,57,57,B
46,44,48,W
4,1,9,O
5,2,4,G
23,42,48,R
40,47,53,Y
60,61,66,B
40,40,48,W
1,0,3,O
5,3,4,G
29,40,50,R
39,45,47,Y
63,57,62,B
44,40,52,W
9,1,14,O
7,2,6,G
34,43,49,R
41,45,50,Y
48,52,58,B
44,42,55,W
3,1,13,O
3,2,10,G
37,40,55,R
37,48,48,Y
56,56,54,B
44,39,46,W
4,0,3,O
5,1,7,G
37,38,51,R
39,47,52,Y
62,56,57,B
41,43,45,W
4,1,6,O
11,2,7,G
40,39,45,R
44,45,51,Y
57,55,55,B
45,42,50,W
2,1,1,O
11,0,5,G
30,41,54,R
40,42,55,Y
52,58,60,B
40,40,47,W
2,3,10,O
3,2,7,G
33,41,54,R
40,46,54,Y
58,58,60,B
44,44,48,W
2,1,8,O
6,1,11,G
31,43,47,R
41,49,52,Y
54,55,57,B
46,41,44,W
0,0,4,O
9,2,3,G
35,46,56,R
41,48,58,Y
51,59,68,B
40,44,50,W
0,1,3,O
5,5,8,G
34,36,46,R
36,45,50,Y
49,57,66,B
40,38,46,W
0,3,10,O
2,2,4,G
32,42,52,R
36,41,54,Y
47,52,58,B
39,43,52,W
0,0,8,O
3,5,9,G
40,52,52,R
39,45,44,Y
52,56,56,B
49,44,48,W
4,1,1,O
4,2,5,G
27,42,37,R
42,48,48,Y
52,56,56,B
45,42,40,W
4,1,3,O
9,3,8,G
36,45,53,R
42,46,50,Y
48,54,56,B
47,46,51,W
4,0,6,O
6,2,9,G
31,47,58,R
39,42,49,Y
47,52,54,B
50,44,52,W
2,0,5,O
5,3,7,G
38,42,53,R
40,41,52,Y
55,52,63,B
45,47,57,W
7,0,6,O
9,3,9,G
43,42,42,R
40,41,50,Y
58,58,62,B
45,43,47,W
5,0,2,O
9,5,9,G
28,40,43,R
28,48,48,Y
60,67,68,B
36,39,48,W
1,1,0,O
4,1,4,G
31,39,40,R
40,46,55,Y
53,65,65,B
44,42,47,W
6,6,7,O
5,3,11,G
32,45,50,R
38,50,47,Y
57,58,54,B
49,44,43,W
7,7,4,O
9,4,12,G
22,37,49,R
39,48,49,Y
52,59,56,B
37,43,53,W
2,1,5,O
5,4,13,G
33,41,57,R
43,49,59,Y
53,56,72,B
50,41,52,W
5,5,7,O
5,4,9,G
39,45,47,R
38,45,46,Y
60,60,55,B
40,41,48,W
2,2,9,O
3,4,10,G
39,45,54,R
44,46,51,Y
48,56,58,B
41,44,46,W
3,1,6,O
6,2,2,G
31,34,40,R
45,46,44,Y
56,54,47,B
53,43,47,W
5,2,9,O
4,0,2,G
41,46,49,R
50,46,47,Y
64,53,50,B
56,44,41,W
5,3,5,O
8,3,5,G
35,35,49,R
47,52,55,Y
53,55,59,B
45,41,50,W
1,0,0,O
8,4,5,G
40,43,61,R
41,40,41,Y
52,54,54,B
47,43,51,W
1,0,6,O
7,0,13,G
38,34,33,R
43,44,42,Y
62,52,55,B
42,41,41,W
11,2,12,O
13,3,6,G
34,39,52,R
41,42,51,Y
53,53,58,B
34,42,42,W
0,0,7,O
11,1,7,G
36,39,43,R
30,44,49,Y
56,53,51,B
43,38,37,W
1,1,6,O
5,1,2,G
42,44,54,R
45,46,57,Y
60,55,55,B
44,39,42,W
14,5,11,O
10,5,10,G
38,47,43,R
43,41,51,Y
64,62,63,B
37,43,38,W
3,3,5,O
5,4,5,G
37,38,39,R
42,45,50,Y
59,59,58,B
41,38,37,W
3,3,1,O
5,5,9,G
40,42,54,R
35,43,52,Y
64,64,59,B
39,41,46,W
2,0,5,O
0,2,8,G
40,39,58,R
33,48,44,Y
54,55,54,B
45,40,47,W
3,1,3,O
5,3,13,G
34,43,51,R
36,43,47,Y
62,63,62,B
52,45,49,W
2,0,6,O
5,1,7,G
44,34,36,R
51,42,49,Y
58,53,59,B
50,41,45,W
7,0,6,O
11,5,16,G
45,44,43,R
50,49,38,Y
52,59,53,B
49,41,36,W
3,0,0,O
8,2,3,G
27,44,27,R
28,54,38,Y
62,60,57,B
43,45,40,W
3,0,4,O
6,7,4,G
48,52,50,R
38,49,48,Y
55,65,56,B
49,47,45,W
9,0,10,O
9,6,6,G
40,38,47,R
43,43,49,Y
58,53,64,B
51,39,46,W
5,0,11,O
16,1,7,G
35,40,33,R
35,40,43,Y
54,50,53,B
47,39,43,W
8,0,12,O
12,1,5,G
51,48,46,R
58,46,39,Y
59,55,47,B
46,47,44,W
8,0,0,O
13,5,5,G
37,49,39,R
44,54,45,Y
66,53,57,B
49,49,50,W
2,2,0,O
6,2,0,G
31,38,35,R
40,42,32,Y
64,64,48,B
48,45,44,W
2,0,1,O
11,4,6,G
27,32,35,R
55,45,55,Y
63,57,59,B
54,48,45,W
3,0,2,O
11,4,5,G
40,40,25,R
54,46,49,Y
50,48,34,B
48,38,41,W
3,3,3,O
3,2,2,G
37,35,35,R
45,49,49,Y
58,51,55,B
56,41,43,W
13,2,6,O
5,3,2,G
41,35,37,R
47,44,42,Y
63,51,62,B
50,41,45,W
9,0,2,O
11,0,6,G
37,41,49,R
51,45,46,Y
64,59,59,B
55,38,42,W
11,1,5,O
12,5,10,G
35,38,37,R
48,43,47,Y
53,52,56,B
57,41,41,W
5,0,7,O
19,4,11,G
41,37,44,R
42,42,42,Y
61,60,54,B
48,44,52,W
13,4,13,O
13,5,12,G
41,42,55,R
37,41,52,Y
59,63,58,B
47,39,48,W
15,3,12,O
20,2,8,G
47,47,51,R
44,43,45,Y
48,57,59,B
48,43,53,W
6,0,3,O
13,2,9,G
43,41,57,R
57,52,57,Y
52,55,52,B
51,42,45,W
15,5,13,O
11,3,6,G
29,43,46,R
57,43,39,Y
52,59,51,B
41,39,45,W
13,1,10,O
11,2,3,G
39,40,44,R
52,47,54,Y
57,58,68,B
49,40,49,W
7,1,2,O
13,5,17,G
26,33,48,R
44,49,49,Y
57,56,60,B
38,37,37,W
8,4,4,O
7,0,7,G
39,41,45,R
35,46,47,Y
57,50,50,B
42,43,45,W
8,1,6,O
7,0,7,G
28,38,48,R
46,51,53,Y
56,55,55,B
44,40,39,W
12,2,16,O
13,6,15,G
40,39,50,R
39,47,44,Y
57,56,62,B
43,40,41,W
4,0,4,O
8,3,5,G
42,42,45,R
41,44,49,Y
60,56,64,B
52,41,46,W
6,0,6,O
9,3,7,G
42,39,47,R
40,47,53,Y
58,56,61,B
53,45,49,W
3,1,7,O
11,4,5,G
38,44,35,R
46,47,53,Y
66,58,55,B
40,37,49,W
14,1,8,O
11,5,8,G
36,37,40,R
39,47,49,Y
54,54,57,B
44,41,47,W
0,0,5,O
10,4,9,G
30,41,39,R
42,49,51,Y
59,49,54,B
51,42,54,W
6,1,5,O
7,3,8,G
33,36,48,R
46,45,54,Y
53,52,54,B
40,40,49,W
13,1,9,O
8,0,3,G
45,43,53,R
40,50,56,Y
54,59,56,B
47,41,49,W
7,0,6,O
8,4,7,G
36,49,49,R
43,44,52,Y
50,52,58,B
44,35,40,W
10,2,20,O
9,0,3,G
42,43,50,R
36,42,41,Y
52,51,57,B
56,45,51,W
7,0,4,O
15,0,8,G
40,48,54,R
42,45,49,Y
61,61,65,B
44,43,48,W
5,1,11,O
11,4,9,G
39,41,53,R
47,44,50,Y
58,52,59,B
41,41,45,W
19,1,12,O
7,3,11,G
44,42,55,R
43,45,48,Y
54,53,55,B
48,42,43,W
5,0,8,O
11,4,15,G
38,44,49,R
46,42,54,Y
64,57,62,B
49,41,47,W
5,1,9,O
17,3,8,G
26,40,52,R
43,46,55,Y
48,53,51,B
47,41,45,W
8,0,4,O
15,1,14,G
37,38,46,R
48,52,53,Y
54,54,52,B
48,43,45,W
5,0,2,O
8,1,9,G
37,34,38,R
49,45,51,Y
64,59,60,B
46,43,43,W
15,1,8,O
10,1,7,G
33,39,47,R
51,49,48,Y
62,53,54,B
45,42,47,W
11,2,8,O
12,4,13,G
33,35,40,R
46,47,47,Y
57,53,62,B
47,41,43,W
12,0,6,O
14,3,12,G
39,39,42,R
43,46,49,Y
54,56,57,B
50,42,42,W
4,0,5,O
7,0,6,G
41,40,53,R
50,47,55,Y
62,55,57,B
45,42,45,W
10,0,4,O
11,1,7,G
35,38,56,R
47,51,60,Y
56,56,61,B
45,40,45,W
7,1,8,O
6,2,13,G
40,42,43,R
40,50,53,Y
63,61,60,B
40,40,48,W
4,2,4,O
6,1,6,G
47,36,57,R
39,38,41,Y
59,60,64,B
41,43,37,W
4,0,2,O
2,1,7,G
40,39,57,R
49,47,56,Y
51,57,55,B
51,44,52,W
2,1,6,O
16,3,10,G
36,37,50,R
44,52,55,Y
61,58,63,B
43,41,44,W
4,2,7,O
8,2,6,G
45,39,55,R
37,52,56,Y
60,56,61,B
48,39,45,W
9,4,10,O
10,4,7,G
40,39,43,R
42,45,50,Y
57,58,55,B
47,38,49,W
11,0,6,O
8,2,7,G
40,40,50,R
50,49,60,Y
58,56,62,B
47,42,47,W
6,0,7,O
6,2,5,G
31,32,38,R
45,49,50,Y
51,57,55,B
46,38,46,W
7,2,8,O
9,2,10,G
41,45,59,R
50,50,56,Y
57,58,64,B
46,45,47,W
3,1,5,O
9,1,8,G
29,41,45,R
45,49,52,Y
56,59,63,B
43,44,47,W
5,0,5,O
7,2,4,G
36,40,50,R
45,45,50,Y
54,54,60,B
42,38,39,W
9,3,8,O
8,3,2,G
40,38,50,R
43,49,50,Y
53,56,53,B
41,42,45,W
12,2,7,O
7,1,7,G
33,39,40,R
44,47,57,Y
56,63,66,B
41,41,44,W
5,1,6,O
1,2,8,G
35,43,41,R
43,49,49,Y
53,62,65,B
40,43,43,W
1,0,7,O
4,3,9,G
37,41,49,R
45,51,57,Y
51,55,58,B
39,41,41,W
1,0,2,O
7,3,12,G
42,40,46,R
43,47,54,Y
61,56,57,B
43,42,44,W
4,1,4,O
7,2,8,G
37,40,48,R
46,44,47,Y
55,57,61,B
44,43,45,W
2,1,6,O
8,1,10,G
29,41,44,R
41,44,42,Y
56,59,67,B
43,42,41,W
0,2,6,O
6,3,9,G
30,43,49,R
41,44,50,Y
51,54,60,B
45,42,46,W
1,0,8,O
9,7,9,G
28,38,42,R
45,42,44,Y
56,62,65,B
43,41,43,W
8,2,9,O
10,3,8,G
33,39,43,R
44,46,51,Y
55,54,57,B
45,42,48,W
4,3,9,O
9,4,7,G
38,38,37,R
46,44,49,Y
54,55,52,B
36,41,44,W
2,2,7,O
11,2,15,G
40,44,30,R
49,45,43,Y
62,51,51,B
48,42,43,W
6,1,3,O
6,3,6,G
47,42,49,R
43,52,53,Y
60,53,55,B
42,48,54,W
5,1,1,O
4,2,5,G
38,41,47,R
48,47,46,Y
58,59,59,B
43,43,51,W
4,2,5,O
7,3,7,G
30,38,53,R
34,48,50,Y
50,55,59,B
45,44,44,W
11,4,12,O
10,5,17,G
37,42,52,R
36,44,50,Y
44,57,58,B
40,35,48,W
0,1,11,O
9,2,2,G
31,38,38,R
42,46,52,Y
46,57,67,B
44,42,46,W
0,2,9,O
5,5,8,G
43,39,51,R
50,44,59,Y
54,60,61,B
44,41,40,W
7,0,12,O
8,5,18,G
42,38,55,R
52,46,54,Y
51,56,59,B
51,43,44,W
7,1,11,O
8,2,9,G
42,46,54,R
41,46,61,Y
56,56,68,B
46,45,50,W
2,0,7,O
10,2,6,G
41,45,52,R
42,44,45,Y
63,61,65,B
54,47,54,W
9,1,2,O
13,7,6,G
32,40,42,R
43,45,58,Y
56,61,65,B
48,46,50,W
1,1,5,O
2,3,12,G
29,42,52,R
39,48,52,Y
58,60,61,B
44,42,46,W
0,0,8,O
1,2,7,G
20,39,48,R
35,48,56,Y
59,56,62,B
41,40,43,W
2,1,10,O
1,2,7,G
35,41,49,R
39,44,51,Y
52,52,53,B
43,42,42,W
0,0,5,O
3,3,10,G
31,42,42,R
37,43,46,Y
55,51,58,B
39,33,44,W
0,1,5,O
5,4,9,G
44,44,41,R
44,51,54,Y
47,47,49,B
40,37,42,W
5,3,5,O
6,2,4,G
33,43,43,R
42,46,46,Y
52,51,49,B
38,38,44,W
2,1,3,O
6,1,3,G
38,45,40,R
48,48,47,Y
56,55,60,B
44,40,43,W
8,1,1,O
7,0,5,G
32,40,51,R
40,43,46,Y
51,53,60,B
45,43,52,W
10,2,7,O
7,1,6,G
33,41,46,R
36,45,53,Y
50,50,51,B
45,44,48,W
2,0,2,O
5,2,5,G
36,48,54,R
44,48,48,Y
52,57,53,B
49,45,49,W
1,0,5,O
10,3,11,G
44,46,56,R
42,46,53,Y
51,51,52,B
43,41,44,W
5,1,9,O
8,1,8,G
36,44,53,R
40,48,49,Y
61,61,63,B
45,45,44,W
3,0,3,O
9,3,9,G
43,39,52,R
54,53,59,Y
45,58,53,B
36,43,41,W
1,0,1,O
5,1,2,G
52,45,55,R
36,34,31,Y
56,63,69,B
40,45,55,W
2,2,6,O
0,0,4,G
40,46,46,R
34,44,49,Y
43,55,64,B
41,44,52,W
1,3,15,O
4,3,12,G
37,46,48,R
36,42,49,Y
54,63,73,B
46,42,48,W
7,2,5,O
12,5,11,G
28,42,40,R
45,45,55,Y
54,49,60,B
48,44,45,W
9,2,10,O
8,6,7,G
23,40,38,R
39,43,43,Y
54,53,56,B
42,43,48,W
0,4,5,O
3,1,4,G
38,44,54,R
39,42,49,Y
55,50,56,B
44,48,53,W
4,3,11,O
6,6,10,G
27,45,60,R
42,45,57,Y
51,54,67,B
44,42,53,W
3,3,6,O
4,2,6,G
19,33,43,R
40,48,47,Y
57,60,67,B
33,42,45,W
10,2,5,O
8,3,3,G
23,40,51,R
36,38,46,Y
61,56,51,B
45,39,45,W
3,4,9,O
4,1,6,G
27,36,48,R
45,47,63,Y
49,54,53,B
45,41,48,W
4,2,11,O
4,2,8,G
31,42,49,R
51,47,55,Y
63,61,65,B
45,43,50,W
5,3,11,O
11,2,9,G
31,37,45,R
47,49,54,Y
48,54,65,B
42,39,49,W
3,3,11,O
7,2,12,G
42,42,42,R
41,47,43,Y
64,59,63,B
46,40,44,W
5,1,7,O
7,1,6,G
37,44,48,R
37,47,51,Y
51,54,67,B
44,41,49,W
5,1,7,O
13,3,10,G
43,44,58,R
38,48,56,Y
54,55,69,B
36,36,46,W
1,0,2,O
7,2,6,G
38,40,48,R
35,44,47,Y
51,57,57,B
36,42,49,W
3,3,8,O
3,1,5,G
38,38,43,R
44,44,53,Y
51,57,60,B
44,42,44,W
5,1,8,O
6,1,1,G
27,39,44,R
42,49,53,Y
54,55,58,B
38,42,52,W
2,3,6,O
6,2,8,G
28,39,40,R
34,42,47,Y
59,58,60,B
47,42,52,W
4,0,3,O
4,1,6,G
28,40,37,R
49,51,53,Y
54,61,54,B
45,44,46,W
10,1,3,O
5,0,4,G
32,38,45,R
40,46,49,Y
67,63,66,B
40,40,43,W
1,0,4,O
3,1,11,G
38,47,47,R
46,47,56,Y
68,61,60,B
41,43,46,W
5,1,9,O
6,0,5,G
29,39,43,R
38,42,42,Y
55,54,57,B
44,44,44,W
0,0,1,O
5,2,2,G
33,44,49,R
32,41,46,Y
56,55,58,B
44,46,49,W
1,0,3,O
2,1,5,G
35,39,47,R
41,44,48,Y
46,53,54,B
52,41,47,W
1,3,7,O
2,2,4,G
34,41,45,R
46,48,55,Y
50,51,58,B
43,42,45,W
3,0,5,O
7,5,11,G
35,42,45,R
47,50,46,Y
55,55,55,B
48,41,46,W
5,1,2,O
7,1,3,G
34,38,47,R
43,53,51,Y
58,59,60,B
42,41,45,W
9,3,2,O
2,3,5,G
39,43,53,R
47,54,68,Y
59,56,66,B
41,41,50,W
7,0,8,O
8,1,7,G
34,36,46,R
54,53,57,Y
53,54,57,B
47,44,51,W
2,1,3,O
4,3,18,G
26,36,44,R
49,49,53,Y
53,53,52,B
43,43,43,W
4,1,4,O
5,3,8,G
26,41,52,R
43,51,57,Y
58,57,58,B
43,44,54,W
3,1,8,O
1,1,8,G
39,39,47,R
50,45,56,Y
56,56,61,B
44,44,48,W
1,1,4,O
6,1,7,G
39,48,56,R
50,46,47,Y
50,51,56,B
43,40,48,W
0,1,1,O
4,3,11,G
26,45,39,R
26,41,38,Y
49,57,56,B
57,52,66,W
5,6,4,O
10,7,6,G
37,45,47,R
46,42,47,Y
61,53,60,B
54,43,55,W
15,3,12,O
8,3,10,G
47,42,51,R
45,46,48,Y
52,56,61,B
38,46,52,W
8,0,1,O
7,4,7,G
40,38,54,R
40,46,46,Y
53,59,57,B
46,45,46,W
10,0,6,O
7,4,10,G
28,39,49,R
44,44,54,Y
41,52,54,B
47,40,52,W
3,1,4,O
3,2,10,G
43,42,53,R
53,42,38,Y
57,57,65,B
50,43,53,W
4,0,8,O
6,2,2,G
32,35,45,R
48,50,55,Y
56,64,58,B
41,42,44,W
3,2,12,O
9,3,7,G
35,37,44,R
43,50,49,Y
52,61,58,B
45,39,45,W
1,2,4,O
3,3,2,G
38,41,47,R
46,51,50,Y
60,58,65,B
41,40,39,W
8,4,9,O
4,3,4,G
39,43,57,R
46,48,52,Y
45,51,52,B
48,47,54,W
3,2,8,O
4,3,12,G
37,43,56,R
41,47,52,Y
51,58,53,B
46,45,49,W
2,1,5,O
10,7,9,G
40,38,44,R
47,50,54,Y
65,58,61,B
49,44,45,W
4,3,2,O
5,1,9,G
35,45,46,R
45,47,50,Y
56,57,59,B
52,42,46,W
6,2,5,O
7,5,9,G
33,39,32,R
43,44,48,Y
49,58,59,B
44,39,35,W
0,1,1,O
7,5,10,G
37,40,39,R
40,39,43,Y
52,51,59,B
47,38,46,W
1,2,8,O
5,3,10,G
44,45,50,R
43,42,48,Y
61,57,60,B
46,41,45,W
9,2,12,O
5,1,4,G
34,47,57,R
40,42,46,Y
49,54,49,B
45,43,47,W
2,1,8,O
4,5,7,G
39,48,55,R
42,41,39,Y
54,56,53,B
46,43,45,W
3,1,2,O
3,2,1,G
24,38,44,R
48,44,49,Y
58,57,61,B
41,43,50,W
3,1,7,O
5,3,7,G
32,43,48,R
48,47,51,Y
55,56,57,B
48,41,45,W
3,0,7,O
6,4,9,G
36,39,44,R
40,46,53,Y
59,56,58,B
51,43,48,W
0,0,0,O
7,5,12,G
34,45,47,R
47,46,54,Y
59,56,58,B
52,42,49,W
3,0,3,O
12,3,11,G
40,35,38,R
42,41,53,Y
54,52,57,B
42,43,45,W
5,0,0,O
12,3,10,G
33,32,38,R
40,37,47,Y
51,53,61,B
42,41,43,W
2,0,4,O
4,1,3,G
35,39,45,R
37,42,49,Y
63,55,61,B
50,42,51,W
11,0,10,O
8,2,4,G
38,43,47,R
38,42,48,Y
57,54,55,B
41,40,42,W
4,0,4,O
9,0,6,G
45,47,50,R
38,45,45,Y
54,52,50,B
39,40,40,W
3,1,7,O
3,2,5,G
37,44,50,R
43,44,54,Y
53,55,53,B
43,42,50,W
5,1,15,O
8,4,8,G
33,42,50,R
38,46,53,Y
48,55,54,B
47,45,53,W
1,0,8,O
9,4,18,G
37,39,36,R
43,45,46,Y
52,55,51,B
51,43,51,W
1,0,6,O
11,0,8,G
40,43,41,R
44,44,44,Y
55,55,51,B
41,39,45,W
0,0,3,O
9,3,7,G
42,42,45,R
53,48,57,Y
58,54,56,B
49,42,48,W
3,0,6,O
11,2,10,G
41,37,41,R
47,42,52,Y
64,53,60,B
50,46,49,W
5,2,5,O
5,1,8,G
44,41,52,R
53,47,52,Y
58,55,57,B
46,45,45,W
0,1,6,O
3,4,9,G
43,40,49,R
43,41,44,Y
52,52,52,B
45,45,48,W
4,0,12,O
6,1,11,G
37,42,46,R
41,44,44,Y
53,55,55,B
44,45,49,W
3,1,2,O
3,2,4,G
37,40,47,R
48,43,42,Y
62,58,65,B
47,44,48,W
5,0,5,O
7,3,11,G
38,38,42,R
43,44,44,Y
55,59,66,B
44,41,48,W
7,1,7,O
11,3,16,G
40,40,51,R
43,44,47,Y
52,59,67,B
46,42,49,W
0,0,5,O
11,3,12,G
36,42,48,R
46,48,46,Y
58,55,51,B
47,43,47,W
0,0,5,O
7,6,10,G
36,44,56,R
51,49,53,Y
55,60,64,B
40,37,41,W
3,0,11,O
2,2,8,G
33,39,56,R
38,44,46,Y
52,56,50,B
44,41,43,W
2,2,13,O
2,1,5,G
36,50,59,R
41,43,53,Y
57,55,57,B
47,46,48,W
2,5,7,O
4,4,8,G
40,42,50,R
46,44,55,Y
54,56,60,B
43,42,48,W
4,4,7,O
7,3,11,G
39,42,52,R
45,46,56,Y
50,55,58,B
43,41,48,W
7,5,11,O
9,3,10,G
33,43,51,R
40,43,48,Y
51,60,66,B
37,43,44,W
1,0,2,O
3,3,3,G
32,44,45,R
39,44,53,Y
50,62,56,B
40,43,43,W
4,0,7,O
10,6,12,G
40,41,54,R
42,44,47,Y
57,52,53,B
50,44,58,W
4,2,4,O
5,2,12,G
51,42,43,R
59,44,49,Y
67,61,52,B
51,46,40,W
9,0,2,O
10,5,7,G
40,34,30,R
40,46,46,Y
51,56,53,B
45,42,49,W
10,1,7,O
4,0,1,G
47,38,54,R
45,49,52,Y
56,53,48,B
45,42,46,W
0,0,0,O
8,2,9,G
34,41,48,R
38,48,55,Y
41,59,52,B
45,45,47,W
6,4,12,O
3,3,9,G
34,40,59,R
40,43,56,Y
61,61,68,B
38,42,45,W
4,0,2,O
8,2,13,G
47,43,39,R
43,45,47,Y
55,60,63,B
40,45,46,W
7,2,5,O
5,4,5,G
35,36,35,R
36,49,52,Y
53,63,66,B
43,43,48,W
8,3,13,O
10,1,10,G
35,36,39,R
31,48,33,Y
57,63,48,B
48,48,43,W
2,2,2,O
1,7,7,G
33,35,40,R
41,50,38,Y
47,55,54,B
39,37,43,W
1,0,3,O
4,1,8,G
33,39,43,R
43,46,47,Y
67,61,64,B
51,44,46,W
5,2,3,O
9,2,2,G
35,45,47,R
40,44,42,Y
52,60,68,B
94,111,145,W
1,1,2,O
10,4,7,G
37,39,50,R
40,44,52,Y
72,70,85,B
60,77,94,W
4,0,4,O
5,2,13,G
42,38,29,R
46,48,45,Y
57,60,57,B
40,44,47,W
5,2,2,O
4,1,4,G
26,41,38,R
50,49,47,Y
58,56,55,B
49,43,39,W
7,5,11,O
14,3,6,G
32,54,25,R
52,55,46,Y
54,55,41,B
59,46,40,W
0,0,1,O
8,5,5,G
19,43,28,R
42,44,40,Y
56,52,46,B
48,46,40,W
3,3,0,O
12,3,3,G
32,43,41,R
44,52,54,Y
71,65,56,B
52,42,48,W
6,7,6,O
9,5,5,G
30,44,41,R
41,48,43,Y
59,59,49,B
42,40,39,W
3,4,5,O
6,4,1,G
39,32,27,R
47,46,39,Y
58,55,39,B
48,43,47,W
4,1,0,O
7,4,3,G
33,48,33,R
40,43,31,Y
68,57,51,B
36,42,40,W
8,1,1,O
2,4,1,G
48,40,31,R
49,49,43,Y
57,59,49,B
42,44,30,W
9,2,0,O
13,4,1,G
35,32,46,R
52,53,49,Y
62,58,54,B
53,40,47,W
8,0,5,O
12,5,4,G
50,39,37,R
49,50,40,Y
56,54,47,B
64,47,43,W
7,0,1,O
7,4,2,G
41,41,43,R
49,50,40,Y
56,61,43,B
53,41,49,W
1,0,3,O
4,1,4,G
37,39,42,R
55,46,40,Y
67,61,48,B
51,39,38,W
8,0,5,O
21,1,5,G
36,45,27,R
50,46,37,Y
59,50,42,B
46,50,44,W
0,1,0,O
5,1,2,G
36,46,42,R
38,44,44,Y
58,54,56,B
40,44,44,W
3,2,7,O
8,2,6,G
50,43,29,R
36,39,30,Y
62,62,48,B
46,44,41,W
